,method,topic,covariate,covariate.value,estimate,std.error,ci.level,ci.lower,ci.upper,label
236,pointestimate,10,label,17,0.047349446,0.002911975,0.95,0.041916734,0.05319243,Topic 10(Covariate Level: 1)
237,pointestimate,10,label,18,0.044552039,0.003103607,0.95,0.038748767,0.050740696,Topic 10(Covariate Level: 1)
238,pointestimate,10,label,19,0.041754633,0.003310681,0.95,0.035486336,0.048405559,Topic 10(Covariate Level: 1)
239,pointestimate,10,label,20,0.038957227,0.003530482,0.95,0.032191746,0.046002561,Topic 10(Covariate Level: 1)
240,pointestimate,10,label,21,0.036159821,0.003760778,0.95,0.02893951,0.043628624,Topic 10(Covariate Level: 1)
241,pointestimate,11,label,1,0.105744127,0.005794874,0.95,0.094620491,0.117298774,Topic 11(Covariate Level: 1)
242,pointestimate,11,label,2,0.104153388,0.00542036,0.95,0.093836169,0.114954683,Topic 11(Covariate Level: 1)
243,pointestimate,11,label,8,0.094608951,0.003618448,0.95,0.087746594,0.101855975,Topic 11(Covariate Level: 1)
244,pointestimate,11,label,16,0.081883035,0.003892146,0.95,0.074208541,0.089323903,Topic 11(Covariate Level: 1)
245,pointestimate,11,label,3,0.102562648,0.005060093,0.95,0.092933246,0.112666319,Topic 11(Covariate Level: 1)
246,pointestimate,11,label,9,0.093018211,0.003444471,0.95,0.086499578,0.09984615,Topic 11(Covariate Level: 1)
247,pointestimate,11,label,4,0.100971909,0.004717337,0.95,0.092094292,0.1104015,Topic 11(Covariate Level: 1)
248,pointestimate,11,label,5,0.099381169,0.004396192,0.95,0.091178949,0.108207535,Topic 11(Covariate Level: 1)
249,pointestimate,11,label,6,0.09779043,0.004101734,0.95,0.08996197,0.105997716,Topic 11(Covariate Level: 1)
250,pointestimate,11,label,23,0.070747858,0.006263671,0.95,0.058352084,0.082897352,Topic 11(Covariate Level: 1)
251,pointestimate,11,label,7,0.09619969,0.00384011,0.95,0.088920057,0.103857464,Topic 11(Covariate Level: 1)
252,pointestimate,11,label,22,0.072338598,0.005875321,0.95,0.060622356,0.083631722,Topic 11(Covariate Level: 1)
253,pointestimate,11,label,24,0.069157119,0.006661249,0.95,0.056015448,0.082050813,Topic 11(Covariate Level: 1)
254,pointestimate,11,label,10,0.091427472,0.003325672,0.95,0.084984376,0.098109002,Topic 11(Covariate Level: 1)
255,pointestimate,11,label,11,0.089836732,0.003268073,0.95,0.083426266,0.096266617,Topic 11(Covariate Level: 1)
256,pointestimate,11,label,12,0.088245993,0.003274906,0.95,0.081735472,0.094650911,Topic 11(Covariate Level: 1)
257,pointestimate,11,label,13,0.086655253,0.003345775,0.95,0.079884588,0.093151427,Topic 11(Covariate Level: 1)
258,pointestimate,11,label,14,0.085064514,0.003476768,0.95,0.078028752,0.091638844,Topic 11(Covariate Level: 1)
259,pointestimate,11,label,15,0.083473774,0.003661435,0.95,0.076172499,0.090605708,Topic 11(Covariate Level: 1)
260,pointestimate,11,label,17,0.080292295,0.004161249,0.95,0.072188798,0.088303873,Topic 11(Covariate Level: 1)
261,pointestimate,11,label,18,0.078701556,0.004461803,0.95,0.070093066,0.087314419,Topic 11(Covariate Level: 1)
262,pointestimate,11,label,19,0.077110816,0.004787887,0.95,0.067855221,0.086384259,Topic 11(Covariate Level: 1)
263,pointestimate,11,label,20,0.075520077,0.005134642,0.95,0.065398148,0.085429581,Topic 11(Covariate Level: 1)
264,pointestimate,11,label,21,0.073929337,0.005498157,0.95,0.063065197,0.084480357,Topic 11(Covariate Level: 1)
265,pointestimate,12,label,1,0.055775289,0.004516882,0.95,0.047268345,0.064545546,Topic 12(Covariate Level: 1)
266,pointestimate,12,label,2,0.05604722,0.004237644,0.95,0.048045906,0.064137095,Topic 12(Covariate Level: 1)
267,pointestimate,12,label,8,0.057678803,0.002990765,0.95,0.052010919,0.063529612,Topic 12(Covariate Level: 1)
268,pointestimate,12,label,16,0.059854247,0.003465034,0.95,0.053401221,0.066955158,Topic 12(Covariate Level: 1)
269,pointestimate,12,label,3,0.05631915,0.003972694,0.95,0.048833943,0.063893514,Topic 12(Covariate Level: 1)
270,pointestimate,12,label,9,0.057950733,0.002895679,0.95,0.05244054,0.063626841,Topic 12(Covariate Level: 1)
271,pointestimate,12,label,4,0.056591081,0.003725082,0.95,0.04969453,0.063804467,Topic 12(Covariate Level: 1)
272,pointestimate,12,label,5,0.056863011,0.003498491,0.95,0.050336592,0.063537564,Topic 12(Covariate Level: 1)
273,pointestimate,12,label,6,0.057134942,0.003297259,0.95,0.050887647,0.063492936,Topic 12(Covariate Level: 1)
274,pointestimate,12,label,23,0.061757761,0.005368625,0.95,0.051454078,0.073184049,Topic 12(Covariate Level: 1)
275,pointestimate,12,label,7,0.057406872,0.003126286,0.95,0.051463819,0.063498279,Topic 12(Covariate Level: 1)
276,pointestimate,12,label,22,0.061485831,0.005060839,0.95,0.051679183,0.072198934,Topic 12(Covariate Level: 1)
277,pointestimate,12,label,24,0.062029692,0.005683437,0.95,0.05114846,0.074053612,Topic 12(Covariate Level: 1)
278,pointestimate,12,label,10,0.058222664,0.002845085,0.95,0.052919781,0.063998945,Topic 12(Covariate Level: 1)
279,pointestimate,12,label,11,0.058494595,0.00284136,0.95,0.053212709,0.064187061,Topic 12(Covariate Level: 1)
280,pointestimate,12,label,12,0.058766525,0.002884687,0.95,0.05337867,0.064573449,Topic 12(Covariate Level: 1)
281,pointestimate,12,label,13,0.059038456,0.002973008,0.95,0.053511836,0.065042046,Topic 12(Covariate Level: 1)
282,pointestimate,12,label,14,0.059310386,0.003102483,0.95,0.053393713,0.065615443,Topic 12(Covariate Level: 1)
283,pointestimate,12,label,15,0.059582317,0.003268225,0.95,0.053356669,0.066218882,Topic 12(Covariate Level: 1)
284,pointestimate,12,label,17,0.060126178,0.003687939,0.95,0.053304289,0.067771024,Topic 12(Covariate Level: 1)
285,pointestimate,12,label,18,0.060398108,0.003932505,0.95,0.05297155,0.068569596,Topic 12(Covariate Level: 1)
286,pointestimate,12,label,19,0.060670039,0.004194945,0.95,0.052699157,0.069319941,Topic 12(Covariate Level: 1)
287,pointestimate,12,label,20,0.06094197,0.004472114,0.95,0.052307958,0.070257469,Topic 12(Covariate Level: 1)
288,pointestimate,12,label,21,0.0612139,0.00476144,0.95,0.051982378,0.071281361,Topic 12(Covariate Level: 1)
289,pointestimate,13,label,1,0.056254775,0.00233227,0.95,0.051708169,0.060765343,Topic 13(Covariate Level: 1)
290,pointestimate,13,label,2,0.056191646,0.002179336,0.95,0.051937437,0.060398627,Topic 13(Covariate Level: 1)
291,pointestimate,13,label,8,0.055812872,0.001489133,0.95,0.052957655,0.058761363,Topic 13(Covariate Level: 1)
292,pointestimate,13,label,16,0.055307839,0.001768956,0.95,0.051942371,0.058853871,Topic 13(Covariate Level: 1)
293,pointestimate,13,label,3,0.056128517,0.002033739,0.95,0.052152784,0.060074992,Topic 13(Covariate Level: 1)
294,pointestimate,13,label,9,0.055749743,0.001436488,0.95,0.052992511,0.058629354,Topic 13(Covariate Level: 1)
295,pointestimate,13,label,4,0.056065388,0.001897168,0.95,0.052331459,0.059633841,Topic 13(Covariate Level: 1)
296,pointestimate,13,label,5,0.056002259,0.001771713,0.95,0.052537009,0.05933527,Topic 13(Covariate Level: 1)
297,pointestimate,13,label,6,0.05593913,0.001659895,0.95,0.052722983,0.059123748,Topic 13(Covariate Level: 1)
298,pointestimate,13,label,23,0.054865936,0.002818976,0.95,0.049342677,0.060410293,Topic 13(Covariate Level: 1)
299,pointestimate,13,label,7,0.055876001,0.001564641,0.95,0.052899558,0.058940357,Topic 13(Covariate Level: 1)
300,pointestimate,13,label,22,0.054929065,0.002651175,0.95,0.049724783,0.060158611,Topic 13(Covariate Level: 1)
301,pointestimate,13,label,24,0.054802807,0.002990166,0.95,0.048948801,0.06068321,Topic 13(Covariate Level: 1)
302,pointestimate,13,label,10,0.055686614,0.001409271,0.95,0.053007909,0.058566571,Topic 13(Covariate Level: 1)
303,pointestimate,13,label,11,0.055623485,0.001408956,0.95,0.052935782,0.058502402,Topic 13(Covariate Level: 1)
304,pointestimate,13,label,12,0.055560355,0.001435561,0.95,0.052879199,0.058461192,Topic 13(Covariate Level: 1)
305,pointestimate,13,label,13,0.055497226,0.001487642,0.95,0.052767662,0.058514296,Topic 13(Covariate Level: 1)
306,pointestimate,13,label,14,0.055434097,0.001562654,0.95,0.052532369,0.058599039,Topic 13(Covariate Level: 1)
307,pointestimate,13,label,15,0.055370968,0.001657487,0.95,0.052240505,0.058766499,Topic 13(Covariate Level: 1)
308,pointestimate,13,label,17,0.05524471,0.001894125,0.95,0.051643742,0.058991431,Topic 13(Covariate Level: 1)
309,pointestimate,13,label,18,0.055181581,0.002030464,0.95,0.051299209,0.059147998,Topic 13(Covariate Level: 1)
310,pointestimate,13,label,19,0.055118452,0.002175872,0.95,0.050954625,0.059397691,Topic 13(Covariate Level: 1)
311,pointestimate,13,label,20,0.055055323,0.002328653,0.95,0.050521584,0.059639098,Topic 13(Covariate Level: 1)
312,pointestimate,13,label,21,0.054992194,0.002487447,0.95,0.05012191,0.059920578,Topic 13(Covariate Level: 1)
313,pointestimate,14,label,1,0.138826677,0.005221459,0.95,0.128415029,0.148804615,Topic 14(Covariate Level: 1)
314,pointestimate,14,label,2,0.134556825,0.004940639,0.95,0.124601038,0.143955701,Topic 14(Covariate Level: 1)
315,pointestimate,14,label,8,0.108937716,0.00354928,0.95,0.102005395,0.115803677,Topic 14(Covariate Level: 1)
316,pointestimate,14,label,16,0.074778903,0.003317655,0.95,0.068447433,0.081180823,Topic 14(Covariate Level: 1)
317,pointestimate,14,label,3,0.130286974,0.004670015,0.95,0.120955954,0.139212634,Topic 14(Covariate Level: 1)
318,pointestimate,14,label,9,0.104667864,0.00339317,0.95,0.098092737,0.111113619,Topic 14(Covariate Level: 1)
319,pointestimate,14,label,4,0.126017122,0.004411464,0.95,0.117277332,0.134506081,Topic 14(Covariate Level: 1)
320,pointestimate,14,label,5,0.121747271,0.004167233,0.95,0.113498146,0.129745213,Topic 14(Covariate Level: 1)
321,pointestimate,14,label,6,0.117477419,0.003939988,0.95,0.109717349,0.125064827,Topic 14(Covariate Level: 1)
322,pointestimate,14,label,23,0.044889942,0.004784308,0.95,0.035573981,0.054178687,Topic 14(Covariate Level: 1)
323,pointestimate,14,label,7,0.113207567,0.00373283,0.95,0.105771232,0.120402205,Topic 14(Covariate Level: 1)
324,pointestimate,14,label,22,0.049159794,0.004520345,0.95,0.040389935,0.058033133,Topic 14(Covariate Level: 1)
325,pointestimate,14,label,24,0.04062009,0.005059499,0.95,0.030785015,0.050441834,Topic 14(Covariate Level: 1)
326,pointestimate,14,label,10,0.100398013,0.003268434,0.95,0.094062299,0.106594078,Topic 14(Covariate Level: 1)
327,pointestimate,14,label,11,0.096128161,0.003178769,0.95,0.090051459,0.102285884,Topic 14(Covariate Level: 1)
328,pointestimate,14,label,12,0.091858309,0.003127192,0.95,0.085932277,0.097891279,Topic 14(Covariate Level: 1)
329,pointestimate,14,label,13,0.087588458,0.003115595,0.95,0.081761359,0.093663675,Topic 14(Covariate Level: 1)
330,pointestimate,14,label,14,0.083318606,0.003144421,0.95,0.077542288,0.089389255,Topic 14(Covariate Level: 1)
331,pointestimate,14,label,15,0.079048755,0.003212582,0.95,0.07300978,0.085277032,Topic 14(Covariate Level: 1)
332,pointestimate,14,label,17,0.070509052,0.003456274,0.95,0.06388382,0.077228914,Topic 14(Covariate Level: 1)
333,pointestimate,14,label,18,0.0662392,0.003624592,0.95,0.05938428,0.073318514,Topic 14(Covariate Level: 1)
334,pointestimate,14,label,19,0.061969348,0.003818686,0.95,0.054650358,0.069341311,Topic 14(Covariate Level: 1)
335,pointestimate,14,label,20,0.057699497,0.004034836,0.95,0.049964654,0.065583278,Topic 14(Covariate Level: 1)
336,pointestimate,14,label,21,0.053429645,0.004269694,0.95,0.045142575,0.061774707,Topic 14(Covariate Level: 1)
337,pointestimate,15,label,1,0.045565609,0.005003615,0.95,0.036137451,0.055369584,Topic 15(Covariate Level: 1)
338,pointestimate,15,label,2,0.046676707,0.004715754,0.95,0.037904814,0.055847691,Topic 15(Covariate Level: 1)
339,pointestimate,15,label,8,0.053343298,0.003371159,0.95,0.046804747,0.060077834,Topic 15(Covariate Level: 1)
340,pointestimate,15,label,16,0.062232086,0.003554632,0.95,0.055500062,0.069451311,Topic 15(Covariate Level: 1)
341,pointestimate,15,label,3,0.047787806,0.004440957,0.95,0.039426739,0.056438182,Topic 15(Covariate Level: 1)
342,pointestimate,15,label,9,0.054454396,0.003246228,0.95,0.048216688,0.060925389,Topic 15(Covariate Level: 1)
343,pointestimate,15,label,4,0.048898904,0.0041818,0.95,0.040982575,0.05712931,Topic 15(Covariate Level: 1)
344,pointestimate,15,label,5,0.050010002,0.003941368,0.95,0.042488101,0.057847401,Topic 15(Covariate Level: 1)
345,pointestimate,15,label,6,0.051121101,0.003723293,0.95,0.043958943,0.058488477,Topic 15(Covariate Level: 1)
346,pointestimate,15,label,23,0.070009775,0.005341401,0.95,0.059951491,0.080442421,Topic 15(Covariate Level: 1)
347,pointestimate,15,label,7,0.052232199,0.003531716,0.95,0.045497814,0.059258084,Topic 15(Covariate Level: 1)
348,pointestimate,15,label,22,0.068898676,0.005041336,0.95,0.059376668,0.078808682,Topic 15(Covariate Level: 1)
349,pointestimate,15,label,24,0.071120873,0.005650456,0.95,0.060495902,0.082132268,Topic 15(Covariate Level: 1)
350,pointestimate,15,label,10,0.055565495,0.00316115,0.95,0.049406587,0.061923911,Topic 15(Covariate Level: 1)
351,pointestimate,15,label,11,0.056676593,0.003119187,0.95,0.050662085,0.062994694,Topic 15(Covariate Level: 1)
352,pointestimate,15,label,12,0.057787692,0.003122078,0.95,0.051870181,0.064176401,Topic 15(Covariate Level: 1)
353,pointestimate,15,label,13,0.05889879,0.0031697,0.95,0.052871314,0.065368916,Topic 15(Covariate Level: 1)
354,pointestimate,15,label,14,0.060009889,0.003260094,0.95,0.053959795,0.066600569,Topic 15(Covariate Level: 1)
355,pointestimate,15,label,15,0.061120987,0.003389841,0.95,0.054763821,0.06805094,Topic 15(Covariate Level: 1)
356,pointestimate,15,label,17,0.063343184,0.003749851,0.95,0.056379933,0.070829001,Topic 15(Covariate Level: 1)
357,pointestimate,15,label,18,0.064454282,0.003971014,0.95,0.057061134,0.072315619,Topic 15(Covariate Level: 1)
358,pointestimate,15,label,19,0.065565381,0.004214036,0.95,0.057747234,0.073915794,Topic 15(Covariate Level: 1)
359,pointestimate,15,label,20,0.066676479,0.004475359,0.95,0.058307771,0.075471356,Topic 15(Covariate Level: 1)
360,pointestimate,15,label,21,0.067787578,0.004751964,0.95,0.058837185,0.07725209,Topic 15(Covariate Level: 1)
